game_date,player_name,position,team_abbreviation,matchup,wl,min,pts,reb,ast,stl,blk,tov,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct
2024-02-24,Jalen Suggs,G,ORL,ORL @ DET,W,26,14,2,5,2,2,3,6,7,0.857,2,3,0.667
2024-02-24,Franz Wagner,F,ORL,ORL @ DET,W,32,14,5,3,0,0,5,6,13,0.462,0,2,0.0
2024-02-24,Cole Anthony,G,ORL,ORL @ DET,W,21,13,3,7,1,0,0,5,11,0.455,1,2,0.5
2024-02-24,Goga Bitadze,C-F,ORL,ORL @ DET,W,8,2,2,2,0,3,0,1,3,0.333,0,1,0.0
2024-02-24,Wendell Carter Jr.,C-F,ORL,ORL @ DET,W,22,11,10,2,1,0,1,3,5,0.6,2,3,0.667
2024-02-24,Gary Harris,G,ORL,ORL @ DET,W,25,12,3,0,1,0,0,4,6,0.667,4,5,0.8
2024-02-24,Ben Simmons,G-F,BKN,BKN @ MIN,L,15,4,8,1,3,1,1,2,6,0.333,0,0,
2024-02-24,Nic Claxton,C,BKN,BKN @ MIN,L,30,12,7,3,0,1,1,6,12,0.5,0,0,
2024-02-24,Cam Thomas,G,BKN,BKN @ MIN,L,35,18,6,2,0,0,2,7,19,0.368,0,5,0.0
2024-02-24,Day'Ron Sharpe,C,BKN,BKN @ MIN,L,11,4,7,0,1,0,2,2,4,0.5,0,0,
2024-02-24,Jaden McDaniels,F,MIN,MIN vs. BKN,W,33,7,2,1,0,0,3,2,4,0.5,2,4,0.5
2024-02-24,Naz Reid,C-F,MIN,MIN vs. BKN,W,27,6,9,1,0,3,3,2,9,0.222,0,5,0.0
2024-02-24,Lonnie Walker IV,G-F,BKN,BKN @ MIN,L,15,3,1,2,1,0,2,1,4,0.25,1,3,0.333
2024-02-24,Monte Morris,G,MIN,MIN vs. BKN,W,18,5,2,4,1,1,0,2,4,0.5,1,3,0.333
2024-02-24,Dennis Smith Jr.,G,BKN,BKN @ MIN,L,15,0,4,2,1,0,0,0,6,0.0,0,0,
2024-02-24,Dorian Finney-Smith,F,BKN,BKN @ MIN,L,30,11,9,0,0,0,1,4,9,0.444,1,4,0.25
2024-02-24,Karl-Anthony Towns,C-F,MIN,MIN vs. BKN,W,36,28,9,4,1,2,2,8,17,0.471,4,8,0.5
2024-02-24,Mikal Bridges,G-F,BKN,BKN @ MIN,L,36,15,6,8,0,0,0,7,21,0.333,1,11,0.091
2024-02-24,Josh Minott,F,MIN,MIN vs. BKN,W,0,0,1,0,0,0,0,0,0,,0,0,
2024-02-24,Jalen Wilson,F,BKN,BKN @ MIN,L,0,0,0,0,0,0,0,0,0,,0,0,
2024-02-24,Luka Garza,C,MIN,MIN vs. BKN,W,0,0,0,0,0,0,0,0,0,,0,0,
2024-02-24,Anthony Edwards,G,MIN,MIN vs. BKN,W,38,29,8,3,2,1,1,11,23,0.478,1,3,0.333
2024-02-24,Nickeil Alexander-Walker,G,MIN,MIN vs. BKN,W,21,0,6,2,0,1,2,0,6,0.0,0,5,0.0
2024-02-24,Jordan McLaughlin,G,MIN,MIN vs. BKN,W,4,0,2,1,1,0,0,0,1,0.0,0,0,
2024-02-24,Justin Jackson,F,MIN,MIN vs. BKN,W,0,0,0,0,0,0,0,0,0,,0,0,
2024-02-24,Kyle Anderson,F-G,MIN,MIN vs. BKN,W,31,12,9,3,0,1,0,6,10,0.6,0,2,0.0
2024-02-24,Dennis Schroder,G,BKN,BKN @ MIN,L,28,9,1,2,0,0,2,4,14,0.286,1,5,0.2
2024-02-24,Cameron Johnson,F,BKN,BKN @ MIN,L,22,10,7,0,1,0,0,2,9,0.222,2,7,0.286
2024-02-23,P.J. Tucker,F,LAC,LAC @ MEM,W,14,0,3,0,0,0,0,0,0,,0,0,
2024-02-23,Vince Williams Jr.,G,MEM,MEM vs. LAC,L,36,9,6,8,0,0,4,4,6,0.667,1,2,0.5
2024-02-23,Santi Aldama,F-C,MEM,MEM vs. LAC,L,24,7,6,1,0,1,0,3,8,0.375,1,5,0.2
2024-02-23,Ziaire Williams,F,MEM,MEM vs. LAC,L,30,10,4,1,2,0,0,4,9,0.444,1,5,0.2
2024-02-23,Jaren Jackson Jr.,F-C,MEM,MEM vs. LAC,L,32,29,4,5,4,0,2,11,25,0.44,2,7,0.286
2024-02-23,Luke Kennard,G,MEM,MEM vs. LAC,L,26,7,2,2,1,0,1,3,8,0.375,1,6,0.167
2024-02-23,Ivica Zubac,C,LAC,LAC @ MEM,W,27,10,10,2,0,0,0,5,7,0.714,0,0,
2024-02-23,Mason Plumlee,F-C,LAC,LAC @ MEM,W,8,6,1,0,0,0,0,0,1,0.0,0,0,
2024-02-23,Kawhi Leonard,F,LAC,LAC @ MEM,W,36,24,8,4,3,1,6,10,18,0.556,2,6,0.333
2024-02-23,James Harden,G,LAC,LAC @ MEM,W,39,9,8,8,0,1,4,1,8,0.125,1,4,0.25
2024-02-23,Cason Wallace,G,OKC,OKC vs. WAS,W,22,13,5,1,0,0,1,5,7,0.714,3,5,0.6
2024-02-23,Patrick Baldwin Jr.,F,WAS,WAS @ OKC,L,16,3,2,0,1,1,0,1,4,0.25,1,4,0.25
2024-02-23,Johnny Davis,G,WAS,WAS @ OKC,L,22,2,7,1,0,0,1,1,8,0.125,0,2,0.0
2024-02-23,Isaiah Joe,G,OKC,OKC vs. WAS,W,20,8,2,5,1,1,0,3,6,0.5,2,5,0.4
2024-02-23,Gordon Hayward,F,OKC,OKC vs. WAS,W,15,8,6,1,0,0,0,3,7,0.429,0,0,
2024-02-23,Justin Champagnie,G-F,WAS,WAS @ OKC,L,6,4,0,0,1,0,1,2,4,0.5,0,2,0.0
2024-02-23,Jared Butler,G,WAS,WAS @ OKC,L,10,4,1,1,0,0,1,2,3,0.667,0,0,
2024-02-23,Bismack Biyombo,C,OKC,OKC vs. WAS,W,8,0,1,0,0,1,1,0,0,,0,0,
2024-02-23,Aaron Wiggins,G,OKC,OKC vs. WAS,W,15,12,3,1,0,0,3,4,5,0.8,1,1,1.0
2024-02-23,Keyontae Johnson,F,OKC,OKC vs. WAS,W,6,0,3,0,0,0,0,0,2,0.0,0,1,0.0
2024-02-23,Adam Flagler,G,OKC,OKC vs. WAS,W,6,0,0,1,0,0,0,0,3,0.0,0,3,0.0
2024-02-23,Bilal Coulibaly,G,WAS,WAS @ OKC,L,31,11,5,2,2,0,0,4,10,0.4,2,5,0.4
2024-02-23,Jaylin Williams,F,OKC,OKC vs. WAS,W,16,7,8,3,0,1,1,2,4,0.5,2,3,0.667
2024-02-23,Jalen Williams,G-F,OKC,OKC vs. WAS,W,20,11,2,5,0,1,1,5,7,0.714,1,2,0.5
2024-02-23,Derrick Rose,G,MEM,MEM vs. LAC,L,14,4,1,2,0,0,3,2,5,0.4,0,0,
2024-02-23,Russell Westbrook,G,LAC,LAC @ MEM,W,23,13,2,0,1,0,3,6,15,0.4,1,4,0.25
2024-02-23,Paul George,F,LAC,LAC @ MEM,W,37,14,5,3,0,0,5,5,12,0.417,4,7,0.571
2024-02-23,Amir Coffey,G-F,LAC,LAC @ MEM,W,25,2,2,2,2,0,1,1,6,0.167,0,3,0.0
2024-02-23,Jaime Jaquez Jr.,G,MIA,MIA @ NOP,W,27,8,4,1,1,0,0,2,8,0.25,0,3,0.0
2024-02-23,Jeremiah Robinson-Earl,F,NOP,NOP vs. MIA,L,24,5,6,1,1,0,1,2,4,0.5,1,2,0.5
2024-02-23,Terance Mann,G-F,LAC,LAC @ MEM,W,31,23,12,1,1,0,1,9,17,0.529,4,8,0.5
2024-02-23,Naji Marshall,F,NOP,NOP vs. MIA,L,13,0,1,2,0,1,0,0,4,0.0,0,3,0.0
2024-02-23,Zion Williamson,F,NOP,NOP vs. MIA,L,36,23,9,7,1,0,3,9,22,0.409,0,0,
2024-02-23,Haywood Highsmith,F,MIA,MIA @ NOP,W,19,5,4,1,0,1,0,2,2,1.0,1,1,1.0
2024-02-23,Duncan Robinson,F,MIA,MIA @ NOP,W,31,17,0,2,0,2,3,6,14,0.429,5,11,0.455
2024-02-23,Jimmy Butler,F,MIA,MIA @ NOP,W,27,23,9,6,3,1,3,7,12,0.583,1,1,1.0
2024-02-23,Jonas Valanciunas,C,NOP,NOP vs. MIA,L,25,12,10,0,0,1,3,6,13,0.462,0,0,
2024-02-23,Kevin Love,F-C,MIA,MIA @ NOP,W,17,3,8,1,0,1,0,1,6,0.167,1,5,0.2
2024-02-23,Nikola Jovic,F,MIA,MIA @ NOP,W,21,3,3,2,0,1,1,1,3,0.333,1,1,1.0
2024-02-23,Jose Alvarado,G,NOP,NOP vs. MIA,L,18,5,3,2,1,1,1,2,9,0.222,1,3,0.333
2024-02-23,Trey Murphy III,F,NOP,NOP vs. MIA,L,32,5,6,2,1,1,0,2,12,0.167,1,7,0.143
2024-02-23,Herbert Jones,F,NOP,NOP vs. MIA,L,38,19,5,2,1,0,2,8,10,0.8,1,1,1.0
2024-02-23,Tyler Herro,G,MIA,MIA @ NOP,W,31,15,6,3,0,1,1,6,14,0.429,3,5,0.6
2024-02-23,Caleb Martin,F,MIA,MIA @ NOP,W,32,8,5,3,1,1,3,2,5,0.4,1,2,0.5
2024-02-23,Bam Adebayo,C-F,MIA,MIA @ NOP,W,36,24,7,1,1,3,3,11,18,0.611,0,0,
2024-02-23,Larry Nance Jr.,F-C,NOP,NOP vs. MIA,L,18,10,9,1,1,1,1,5,6,0.833,0,1,0.0
2024-02-23,CJ McCollum,G,NOP,NOP vs. MIA,L,15,2,2,1,0,1,0,1,7,0.143,0,3,0.0
2024-02-23,Jake LaRavia,F,MEM,MEM vs. LAC,L,17,3,4,2,2,0,1,1,8,0.125,0,3,0.0
2024-02-23,GG Jackson,F,MEM,MEM vs. LAC,L,24,11,2,1,0,0,1,4,9,0.444,1,5,0.2
2024-02-23,Lamar Stevens,F,MEM,MEM vs. LAC,L,16,8,8,1,1,1,0,4,9,0.444,0,0,
2024-02-23,John Konchar,G,MEM,MEM vs. LAC,L,21,7,4,3,2,1,0,2,4,0.5,1,2,0.5
2024-02-23,Chet Holmgren,C-F,OKC,OKC vs. WAS,W,23,25,10,0,0,2,3,11,14,0.786,2,5,0.4
2024-02-23,Eugene Omoruyi,F,WAS,WAS @ OKC,L,15,7,1,1,1,0,0,3,6,0.5,0,1,0.0
2024-02-23,Moses Moody,G,GSW,GSW vs. CHA,W,8,5,0,0,0,1,1,2,3,0.667,1,1,1.0
2024-02-23,Clint Capela,C,ATL,ATL vs. TOR,L,19,5,7,1,0,1,1,1,4,0.25,0,0,
2024-02-23,Dejounte Murray,G,ATL,ATL vs. TOR,L,36,24,10,7,1,0,1,10,18,0.556,0,4,0.0
2024-02-23,Jakob Poeltl,C,TOR,TOR @ ATL,W,26,12,13,6,0,2,1,6,13,0.462,0,0,
2024-02-23,Gary Trent Jr.,G,TOR,TOR @ ATL,W,34,13,4,4,0,1,1,4,14,0.286,2,9,0.222
2024-02-23,Jordan Nwora,F,TOR,TOR @ ATL,W,14,0,4,2,1,0,0,0,5,0.0,0,3,0.0
2024-02-23,Immanuel Quickley,G,TOR,TOR @ ATL,W,37,24,7,5,0,0,3,9,20,0.45,6,11,0.545
2024-02-23,Jalen Johnson,F,ATL,ATL vs. TOR,L,37,12,12,4,1,3,1,6,13,0.462,0,2,0.0
2024-02-23,Bruce Brown,G-F,TOR,TOR @ ATL,W,32,12,3,3,0,1,0,5,9,0.556,1,2,0.5
2024-02-23,Bruno Fernando,F-C,ATL,ATL vs. TOR,L,11,12,4,0,1,0,1,5,8,0.625,0,0,
2024-02-23,Trae Young,G,ATL,ATL vs. TOR,L,35,11,3,7,0,0,4,4,13,0.308,2,6,0.333
2024-02-23,Garrison Mathews,G,ATL,ATL vs. TOR,L,13,3,0,0,0,0,0,1,2,0.5,1,2,0.5
2024-02-23,Ochai Agbaji,G,TOR,TOR @ ATL,W,17,14,4,0,1,1,3,5,6,0.833,4,5,0.8
2024-02-23,Scottie Barnes,F-G,TOR,TOR @ ATL,W,37,20,5,10,1,1,3,8,13,0.615,0,2,0.0
2024-02-23,Gradey Dick,G-F,TOR,TOR @ ATL,W,22,18,2,1,0,0,0,8,13,0.615,2,5,0.4
2024-02-23,Saddiq Bey,G-F,ATL,ATL vs. TOR,L,34,18,9,1,0,0,0,6,15,0.4,4,7,0.571
2024-02-23,Bogdan Bogdanovic,G,ATL,ATL vs. TOR,L,29,14,4,5,2,0,0,5,17,0.294,3,11,0.273
2024-02-23,De'Andre Hunter,F-G,ATL,ATL vs. TOR,L,25,22,5,2,0,0,1,8,16,0.5,2,7,0.286
2024-02-23,Kelly Olynyk,F-C,TOR,TOR @ ATL,W,22,10,5,6,0,1,0,5,9,0.556,0,2,0.0
2024-02-23,Nicolas Batum,G-F,PHI,PHI vs. CLE,W,0,0,0,0,0,0,0,0,0,,0,0,
2024-02-23,Kelly Oubre Jr.,F-G,PHI,PHI vs. CLE,W,28,10,5,1,1,0,3,4,9,0.444,1,3,0.333
2024-02-23,Cameron Payne,G,PHI,PHI vs. CLE,W,20,16,1,2,1,0,1,6,11,0.545,4,6,0.667
2024-02-23,Jonathan Kuminga,F,GSW,GSW vs. CHA,W,28,6,7,6,2,3,3,2,9,0.222,0,2,0.0
2024-02-23,Buddy Hield,G,PHI,PHI vs. CLE,W,32,13,5,1,0,0,1,5,9,0.556,3,6,0.5
2024-02-23,Caris LeVert,G,CLE,CLE @ PHI,L,25,6,5,4,0,2,1,1,11,0.091,0,4,0.0
2024-02-23,Jarrett Allen,C,CLE,CLE @ PHI,L,36,24,9,0,0,1,1,10,16,0.625,0,0,
2024-02-23,Mo Bamba,C,PHI,PHI vs. CLE,W,17,2,4,3,0,3,0,1,5,0.2,0,1,0.0
2024-02-23,De'Anthony Melton,G,PHI,PHI vs. CLE,W,16,7,1,1,0,0,1,2,6,0.333,1,4,0.25
2024-02-23,Max Strus,G-F,CLE,CLE @ PHI,L,35,14,1,6,2,1,1,5,9,0.556,2,6,0.333
2024-02-23,Darius Garland,G,CLE,CLE @ PHI,L,38,20,5,9,2,0,3,6,13,0.462,2,6,0.333
2024-02-23,Dean Wade,F-C,CLE,CLE @ PHI,L,11,0,3,0,0,1,0,0,1,0.0,0,1,0.0
2024-02-23,KJ Martin,F,PHI,PHI vs. CLE,W,17,6,6,2,0,1,0,3,5,0.6,0,0,
2024-02-23,Sam Merrill,G,CLE,CLE @ PHI,L,12,3,3,0,1,0,0,1,4,0.25,1,4,0.25
2024-02-23,Evan Mobley,C,CLE,CLE @ PHI,L,27,8,10,0,0,1,4,3,8,0.375,0,0,
2024-02-23,Ricky Council IV,G,PHI,PHI vs. CLE,W,6,3,1,0,0,0,0,0,3,0.0,0,2,0.0
2024-02-23,Craig Porter Jr.,G,CLE,CLE @ PHI,L,5,2,0,1,0,0,0,1,3,0.333,0,0,
2024-02-23,Isaac Okoro,F-G,CLE,CLE @ PHI,L,29,11,2,4,0,2,0,5,11,0.455,1,3,0.333
2024-02-23,Tobias Harris,F,PHI,PHI vs. CLE,W,34,15,9,4,2,0,1,6,14,0.429,1,2,0.5
2024-02-23,Georges Niang,F,CLE,CLE @ PHI,L,21,9,5,0,0,0,0,2,4,0.5,2,3,0.667
2024-02-23,Tyrese Maxey,G,PHI,PHI vs. CLE,W,39,24,7,5,2,0,2,9,22,0.409,2,5,0.4
2024-02-23,Paul Reed,F,PHI,PHI vs. CLE,W,31,8,12,1,0,3,0,4,6,0.667,0,0,
2024-02-23,Tyus Jones,G,WAS,WAS @ OKC,L,23,5,1,6,0,0,0,2,8,0.25,1,4,0.25
2024-02-23,Kyle Kuzma,F,WAS,WAS @ OKC,L,27,14,4,2,0,0,3,7,14,0.5,0,2,0.0
2024-02-23,Marvin Bagley III,F,WAS,WAS @ OKC,L,21,15,14,1,2,1,1,6,12,0.5,0,0,
2024-02-23,Shai Gilgeous-Alexander,G,OKC,OKC vs. WAS,W,30,30,7,9,1,1,1,10,17,0.588,1,3,0.333
2024-02-23,Landry Shamet,G,WAS,WAS @ OKC,L,19,0,3,0,0,1,3,0,2,0.0,0,2,0.0
2024-02-23,Kenrich Williams,G-F,OKC,OKC vs. WAS,W,14,12,2,1,0,0,1,4,6,0.667,4,6,0.667
2024-02-23,Luguentz Dort,G,OKC,OKC vs. WAS,W,23,9,0,0,2,0,0,3,6,0.5,3,4,0.75
2024-02-23,Jordan Poole,G,WAS,WAS @ OKC,L,23,21,3,3,0,0,3,7,19,0.368,2,8,0.25
2024-02-23,Anthony Gill,F,WAS,WAS @ OKC,L,6,0,0,3,1,0,0,0,2,0.0,0,1,0.0
2024-02-23,Corey Kispert,F,WAS,WAS @ OKC,L,25,20,2,0,2,0,1,6,12,0.5,3,7,0.429
2024-02-23,Josh Giddey,G,OKC,OKC vs. WAS,W,22,12,7,3,1,2,3,5,8,0.625,1,2,0.5
2024-02-23,Jordan Hawkins,G,NOP,NOP vs. MIA,L,23,14,3,2,0,1,0,4,17,0.235,3,12,0.25
2024-02-23,Eric Gordon,G,PHX,PHX @ HOU,L,30,5,2,2,1,0,1,2,8,0.25,1,5,0.2
2024-02-23,Grant Williams,F,CHA,CHA @ GSW,L,26,10,3,1,0,0,1,4,9,0.444,1,5,0.2
2024-02-23,Nick Richards,C,CHA,CHA @ GSW,L,29,11,13,1,1,1,4,4,6,0.667,0,0,
2024-02-23,Tre Mann,G,CHA,CHA @ GSW,L,32,10,4,2,1,0,3,3,9,0.333,2,5,0.4
2024-02-23,Trayce Jackson-Davis,F,GSW,GSW vs. CHA,W,15,2,8,2,0,0,1,1,4,0.25,0,0,
2024-02-23,Brandon Miller,F,CHA,CHA @ GSW,L,31,11,3,5,4,1,4,4,14,0.286,2,7,0.286
2024-02-23,Brandin Podziemski,G,GSW,GSW vs. CHA,W,31,13,6,6,0,0,0,6,12,0.5,1,6,0.167
2024-02-23,Anthony Davis,F-C,LAL,LAL vs. SAS,W,29,28,13,0,1,0,1,10,14,0.714,0,1,0.0
2024-02-23,D'Angelo Russell,G,LAL,LAL vs. SAS,W,35,22,3,6,1,0,1,8,18,0.444,3,7,0.429
2024-02-23,Zach Collins,F-C,SAS,SAS @ LAL,L,17,14,3,0,0,0,2,6,8,0.75,2,2,1.0
2024-02-23,Rui Hachimura,F,LAL,LAL vs. SAS,W,32,17,7,0,2,1,1,7,11,0.636,3,4,0.75
2024-02-23,Dylan Windler,G-F,LAL,LAL vs. SAS,W,1,0,0,0,0,0,0,0,0,,0,0,
2024-02-23,Devin Vassell,G-F,SAS,SAS @ LAL,L,30,10,3,3,0,2,2,3,15,0.2,2,5,0.4
2024-02-23,Austin Reaves,G,LAL,LAL vs. SAS,W,33,10,5,9,0,2,5,4,12,0.333,2,5,0.4
2024-02-23,Sandro Mamukelashvili,F-C,SAS,SAS @ LAL,L,2,0,2,0,0,0,0,0,0,,0,0,
2024-02-23,Julian Champagnie,F,SAS,SAS @ LAL,L,24,7,4,5,1,0,0,2,7,0.286,1,5,0.2
2024-02-23,Blake Wesley,G,SAS,SAS @ LAL,L,10,4,3,0,0,0,1,2,3,0.667,0,1,0.0
2024-02-23,Jeremy Sochan,F,SAS,SAS @ LAL,L,34,15,13,5,2,0,3,7,16,0.438,1,6,0.167
2024-02-23,Jalen Hood-Schifino,G,LAL,LAL vs. SAS,W,1,0,0,0,0,0,0,0,0,,0,0,
2024-02-23,Maxwell Lewis,F,LAL,LAL vs. SAS,W,1,0,0,0,0,0,0,0,0,,0,0,
2024-02-23,LeBron James,F,LAL,LAL vs. SAS,W,34,30,7,9,1,0,2,13,22,0.591,2,3,0.667
2024-02-23,Spencer Dinwiddie,G,LAL,LAL vs. SAS,W,24,0,1,1,0,0,0,0,6,0.0,0,3,0.0
2024-02-23,Cedi Osman,F,SAS,SAS @ LAL,L,11,2,2,4,0,0,1,1,2,0.5,0,1,0.0
2024-02-23,Taurean Prince,F,LAL,LAL vs. SAS,W,19,5,4,3,1,0,2,2,6,0.333,1,3,0.333
2024-02-23,Jaxson Hayes,C-F,LAL,LAL vs. SAS,W,19,8,4,0,1,0,0,4,5,0.8,0,1,0.0
2024-02-23,Keldon Johnson,F-G,SAS,SAS @ LAL,L,29,14,2,3,0,0,3,5,9,0.556,1,3,0.333
2024-02-23,Tre Jones,G,SAS,SAS @ LAL,L,27,8,3,4,1,0,0,3,6,0.5,2,2,1.0
2024-02-23,Malaki Branham,F,SAS,SAS @ LAL,L,23,17,2,1,0,0,0,6,14,0.429,3,5,0.6
2024-02-23,Max Christie,G,LAL,LAL vs. SAS,W,13,3,2,0,0,1,0,1,1,1.0,0,0,
2024-02-23,Victor Wembanyama,F-C,SAS,SAS @ LAL,L,31,27,10,8,5,5,2,7,16,0.438,3,8,0.375
2024-02-23,Karl-Anthony Towns,C-F,MIN,MIN vs. MIL,L,35,22,14,3,1,0,3,9,22,0.409,3,9,0.333
2024-02-23,Nickeil Alexander-Walker,G,MIN,MIN vs. MIL,L,15,13,1,1,0,1,0,5,9,0.556,3,3,1.0
2024-02-23,Anthony Edwards,G,MIN,MIN vs. MIL,L,38,28,9,5,1,0,3,10,27,0.37,4,12,0.333
2024-02-23,Jaden McDaniels,F,MIN,MIN vs. MIL,L,24,2,1,3,1,1,0,1,5,0.2,0,1,0.0
2024-02-23,Mike Conley,G,MIN,MIN vs. MIL,L,28,9,2,2,2,0,3,4,8,0.5,1,2,0.5
2024-02-23,Patrick Beverley,G,MIL,MIL @ MIN,W,16,4,3,3,0,1,0,2,3,0.667,0,0,
2024-02-23,Rudy Gobert,C,MIN,MIN vs. MIL,L,38,12,19,1,0,2,0,6,8,0.75,0,0,
2024-02-23,Giannis Antetokounmpo,F,MIL,MIL @ MIN,W,41,33,13,5,1,0,3,9,13,0.692,1,1,1.0
2024-02-23,Kyle Anderson,F-G,MIN,MIN vs. MIL,L,29,8,2,6,2,0,3,4,4,1.0,0,0,
2024-02-23,Bobby Portis,F,MIL,MIL @ MIN,W,22,14,5,1,0,0,0,7,13,0.538,0,2,0.0
2024-02-23,Pat Connaughton,G,MIL,MIL @ MIN,W,20,8,4,0,0,0,0,3,5,0.6,2,4,0.5
2024-02-23,Malik Beasley,G,MIL,MIL @ MIN,W,32,14,2,3,3,0,0,5,12,0.417,4,9,0.444
2024-02-23,Monte Morris,G,MIN,MIN vs. MIL,L,10,5,0,1,0,0,0,2,5,0.4,1,2,0.5
2024-02-23,Naz Reid,C-F,MIN,MIN vs. MIL,L,23,8,4,1,1,0,1,2,10,0.2,1,6,0.167
2024-02-23,Stephen Curry,G,GSW,GSW vs. CHA,W,31,15,2,5,1,0,4,5,14,0.357,3,11,0.273
2024-02-23,Draymond Green,F,GSW,GSW vs. CHA,W,21,5,13,3,1,2,1,2,6,0.333,1,2,0.5
2024-02-23,Vasilije Micic,G,CHA,CHA @ GSW,L,22,10,2,3,0,0,2,4,13,0.308,2,7,0.286
2024-02-23,Kevon Looney,F,GSW,GSW vs. CHA,W,10,2,3,0,0,0,1,1,3,0.333,0,0,
2024-02-23,Gary Payton II,G,GSW,GSW vs. CHA,W,11,12,0,0,1,0,0,5,8,0.625,1,2,0.5
2024-02-23,Miles Bridges,F,CHA,CHA @ GSW,L,41,19,11,3,2,1,3,8,18,0.444,3,7,0.429
2024-02-23,Cody Martin,F,CHA,CHA @ GSW,L,28,7,3,3,4,0,1,3,9,0.333,1,5,0.2
2024-02-23,Jerome Robinson,G,GSW,GSW vs. CHA,W,3,0,0,0,0,0,0,0,1,0.0,0,1,0.0
2024-02-23,Dario Saric,F-C,GSW,GSW vs. CHA,W,16,2,4,3,0,0,4,1,4,0.25,0,2,0.0
2024-02-23,Andrew Wiggins,F,GSW,GSW vs. CHA,W,28,14,2,3,1,1,2,5,8,0.625,2,4,0.5
2024-02-23,Devin Booker,G,PHX,PHX @ HOU,L,36,25,5,2,1,1,1,7,24,0.292,0,4,0.0
2024-02-23,Royce O'Neale,F,PHX,PHX @ HOU,L,17,1,4,1,1,0,1,0,5,0.0,0,4,0.0
2024-02-23,Fred VanVleet,G,HOU,HOU vs. PHX,W,37,23,5,5,2,0,2,7,15,0.467,6,14,0.429
2024-02-23,Dillon Brooks,G-F,HOU,HOU vs. PHX,W,26,2,3,2,1,0,0,1,6,0.167,0,3,0.0
2024-02-23,Drew Eubanks,F-C,PHX,PHX @ HOU,L,25,9,5,1,1,2,1,3,5,0.6,0,0,
2024-02-23,Jalen Green,G,HOU,HOU vs. PHX,W,21,14,3,4,0,1,3,5,13,0.385,3,6,0.5
2024-02-23,Kevin Durant,F,PHX,PHX @ HOU,L,38,28,11,8,1,2,2,10,22,0.455,1,7,0.143
2024-02-23,Jeff Green,F,HOU,HOU vs. PHX,W,15,3,2,1,0,0,1,1,3,0.333,1,2,0.5
2024-02-23,Thaddeus Young,F,PHX,PHX @ HOU,L,19,2,8,0,1,0,1,1,3,0.333,0,0,
2024-02-23,Grayson Allen,G,PHX,PHX @ HOU,L,36,15,6,6,2,2,0,4,9,0.444,3,7,0.429
2024-02-23,Aaron Holiday,G,HOU,HOU vs. PHX,W,11,3,0,3,2,0,1,0,1,0.0,0,0,
2024-02-23,Josh Okogie,G,PHX,PHX @ HOU,L,12,0,3,3,1,0,2,0,2,0.0,0,1,0.0
2024-02-23,Bol Bol,C-F,PHX,PHX @ HOU,L,27,25,14,0,1,1,1,11,17,0.647,2,3,0.667
2024-02-23,Jabari Smith Jr.,F,HOU,HOU vs. PHX,W,41,22,16,3,2,1,1,6,18,0.333,3,10,0.3
2024-02-23,Amen Thompson,G-F,HOU,HOU vs. PHX,W,33,15,10,2,1,2,0,6,11,0.545,0,2,0.0
2024-02-23,Cam Whitmore,F,HOU,HOU vs. PHX,W,21,15,3,1,0,0,4,5,11,0.455,2,7,0.286
2024-02-23,Alperen Sengun,C,HOU,HOU vs. PHX,W,35,17,12,4,0,1,2,6,15,0.4,0,1,0.0
2024-02-23,Justin Holiday,F-G,DEN,DEN @ POR,W,7,0,0,0,0,0,0,0,1,0.0,0,1,0.0
2024-02-23,Kentavious Caldwell-Pope,G,DEN,DEN @ POR,W,33,9,4,4,1,0,2,2,5,0.4,1,3,0.333
2024-02-23,Aaron Gordon,F,DEN,DEN @ POR,W,28,8,2,7,2,1,3,4,5,0.8,0,1,0.0
2024-02-23,Nikola Jokic,C,DEN,DEN @ POR,W,35,29,15,14,2,1,2,12,17,0.706,1,3,0.333
2024-02-23,Anfernee Simons,G,POR,POR vs. DEN,L,36,21,3,8,1,0,1,8,15,0.533,3,6,0.5
2024-02-23,Jalen Pickett,G,DEN,DEN @ POR,W,2,1,0,0,0,0,0,0,1,0.0,0,1,0.0
2024-02-23,Ashton Hagans,G-F,POR,POR vs. DEN,L,2,2,0,0,0,0,0,1,1,1.0,0,0,
2024-02-23,Braxton Key,F,DEN,DEN @ POR,W,2,0,1,0,0,1,0,0,0,,0,0,
2024-02-23,Jay Huff,C,DEN,DEN @ POR,W,2,0,0,0,0,0,0,0,1,0.0,0,1,0.0
2024-02-23,Julian Strawther,G,DEN,DEN @ POR,W,2,2,0,0,0,1,0,1,1,1.0,0,0,
2024-02-23,Seth Curry,G,CHA,CHA @ GSW,L,25,6,2,3,0,1,0,2,8,0.25,0,3,0.0
2024-02-23,Klay Thompson,G,GSW,GSW vs. CHA,W,21,13,2,0,1,0,3,5,11,0.455,3,8,0.375
2024-02-23,Lester Quinones,G,GSW,GSW vs. CHA,W,10,5,4,0,0,0,0,2,5,0.4,0,2,0.0
2024-02-23,Bryce McGowens,G,CHA,CHA @ GSW,L,7,0,2,0,1,1,0,0,2,0.0,0,0,
2024-02-23,Gui Santos,F,GSW,GSW vs. CHA,W,5,3,2,0,0,0,1,1,1,1.0,1,1,1.0
2024-02-23,JT Thor,F,CHA,CHA @ GSW,L,0,0,0,0,0,1,0,0,0,,0,0,
